Unnamed: 1,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,BDUL,BDUR,DVC,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
ADFL,0,553200,1018320,0,1360320,0,0,0,0,0,0,830160,4080,221280,0,702480,0,0,0,0,0,0,0,4596000,116400,0,2958480,0,5348880,167760,7440,14160,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,102720,0,0,0,0,0,0,0,0,0,0,0,2550240,0,0,0,2640,0,857760,0,1383360,0,322080,331680,0,15360,1064640,0,7089840,289440,0,0,181680,0,0,0,0,0,0,0,0,0,0,489360,318000,0,0,2243520,0,809760,5760,857280,6240,377040,0,1097760,248640,0,0,0,2905920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114480,0,0,0,0,0,0,0,276000,0,620880,0,480,0,1557840,0,0,0,0,0,0,0,0,0,0,0,656400,0,0,9120,0,3120,1138800,0,0,0,0,0,0,0,0,0,0,75120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADFR,553200,0,0,386400,0,848880,0,0,0,0,0,83760,329040,0,0,0,989040,0,16320,0,0,0,0,0,4911840,0,0,3625440,0,5606400,0,0,78720,0,35280,0,0,0,0,0,0,0,0,0,0,0,0,0,136560,0,0,0,0,0,0,0,0,0,0,0,1403520,0,0,0,30960,0,129840,0,651360,3120,720,0,0,0,428160,54720,6407760,0,0,0,167520,0,0,0,0,0,0,0,0,0,0,323520,0,0,0,2667600,0,421920,0,577200,0,316320,172800,0,176640,0,0,3445920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193440,0,0,0,0,0,353520,0,2640,0,729840,0,295200,0,3198000,0,0,0,0,0,0,0,0,0,0,0,324000,0,0,0,2063040,0,18480,0,0,0,0,0,0,0,0,83040,66000,0,0,0,0,469440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADLL,1018320,0,0,476640,0,0,4560,0,0,0,0,3029040,0,234720,0,5445600,0,49680,0,0,0,5131920,0,0,0,0,4686480,0,3016560,0,3048000,858480,0,0,0,0,0,127920,0,139920,0,0,0,182160,0,75600,0,208560,0,0,0,0,0,14160,0,0,0,93840,0,12240,0,63120,0,5280,0,2085840,0,1074480,0,4931520,0,0,0,156240,0,960,0,1904880,0,218640,0,346080,1254480,0,0,0,0,0,36960,0,0,0,0,0,0,0,0,0,421440,0,0,0,0,426720,0,0,0,86160,61440,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115200,0,0,0,0,0,0,0,0,28800,102720,0,0,0,1986960,0,0,0,0,0,12960,0,0,0,0,0,0,0,1335840,450960,100800,0,678720,571920,259680,0,0,0,0,0,0,0,842400,715200,0,0,1170000,0,0,0,0,0,42720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADLR,0,386400,476640,0,0,72240,0,0,0,0,7200,0,3571200,0,0,0,2378400,0,31200,0,1200,147600,3019200,0,0,0,0,4694880,0,2113920,152880,2848080,0,0,0,0,0,0,118560,0,53280,0,0,0,110160,0,83520,0,343440,0,0,0,0,0,10800,0,0,0,55680,0,9840,0,71040,0,166080,0,860160,0,1672080,0,3653040,0,0,0,0,0,20160,126480,1544880,0,12000,1311840,273840,0,0,0,0,0,0,167520,0,632400,0,0,0,0,0,0,0,555120,0,10320,0,0,0,0,0,14880,0,101040,0,52080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57840,0,0,0,0,0,0,2631120,0,0,0,0,0,0,0,0,0,0,0,0,857280,464880,0,2259600,346560,209760,198960,0,0,0,0,0,0,0,0,132000,0,0,0,1469040,7440,0,0,0,0,106800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDL,1360320,0,0,0,0,304320,0,0,0,0,0,1050000,5406240,40560,0,0,0,534960,0,0,0,0,0,7678800,304320,0,3128640,0,241920,0,1689360,570720,0,2085600,0,0,0,55200,0,24240,0,0,0,28560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231120,0,27840,0,0,0,0,0,0,0,1067520,0,2293440,7055280,9176880,27360,1251600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,0,135360,0,0,0,0,0,0,0,0,0,0,0,92640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32160,0,10560,0,0,0,0,0,0,0,0,0,617280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDR,0,848880,0,72240,304320,0,0,0,0,0,0,3936720,1412160,0,2400,0,0,0,1071360,0,0,0,0,0,6434640,0,0,3412320,0,993120,497760,1202160,2106000,0,0,0,0,0,0,0,31200,0,0,0,6720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90240,0,769200,6994320,1850400,87360,7715760,0,1943760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13920,0,0,0,0,0,0,0,0,12960,0,0,24000,0,0,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,114480,0,0,0,0,0,0,0,0,355440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8880,0,0,0,0,0,0,0,0,580560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALML,0,0,4560,0,0,0,0,0,8400,0,333120,0,0,0,0,0,0,0,0,432960,0,0,0,0,0,3066960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750720,23280,0,1013040,0,96720,0,732240,0,0,0,5280,0,1322640,0,0,0,0,0,438240,0,0,0,0,0,0,0,1560720,0,1707600,795840,10320,0,3383520,0,0,2145120,0,245040,0,1380960,0,0,0,0,0,1173600,0,0,0,0,0,0,0,0,0,0,0,189600,0,0,0,0,0,0,46080,0,0,0,0,0,0,0,0,0,96960,0,0,0,2375520,0,0,0,360960,0,63600,0,487680,0,0,0,38640,0,0,0,0,0,0,804960,0,1702800,0,82800,0,352560,512640,0,553680,529920,0,0,0,777840,0,579360,0,0,0,697440,430560,0,0,0,0,803760,0,1053120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMR,0,0,0,0,0,0,0,0,0,42240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69360,0,0,0,0,2761680,0,804000,0,707760,0,0,0,0,0,1167600,0,0,0,0,0,298560,0,0,0,0,0,0,841680,659760,1212240,2634240,0,198480,0,1765200,0,0,1430880,0,0,1351440,0,0,0,0,0,0,361920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144480,0,0,0,0,0,0,0,0,0,0,0,0,0,1178400,0,0,0,881760,0,260400,0,633360,0,0,0,0,0,0,0,0,0,0,0,0,1528800,0,647280,0,0,576960,0,411120,803520,354000,0,0,0,0,922080,0,1190880,508320,0,1176480,1640880,0,0,0,10320,0,0,0,329760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALNL,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,22320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12480,0,0,0,0,0,0,0,274800,600480,2312160,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,15360,0,0,0,0,0,0,24960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59040,0,0,0,0,0,132240,0,0,0,488400,0,0,0,0,0,0,0,0,0,0,356400,0,206160,0,14400,25680,0,0,0,0,0,0,893280,518400,1247040,0,1518000,22560,0,0,166800,0,0,0,1586400,0,0,6720,1928640,1307520,565680,0,0,0,0,1183200,0,0,0,36960,103440,0,0,0,4800,0,0,458160,0,0,0,0,0,0,0,0,0,0,0,8880,0,0,0,1848000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALNR,0,0,0,0,0,0,0,42240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187200,0,0,0,0,0,0,350640,30960,0,2247360,0,0,0,123120,0,0,0,0,0,0,0,0,0,0,8400,0,0,5520,0,0,0,0,295200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66720,0,0,0,0,0,18720,0,179760,0,0,0,0,0,0,0,0,0,0,172080,572640,334320,0,285360,0,0,0,0,0,0,0,61200,0,1170240,0,792960,0,0,0,696000,0,0,0,1602960,0,0,65280,2001840,90960,423360,7920,0,0,0,0,0,1787040,0,0,0,0,5280,0,137520,0,0,148560,0,0,0,151200,0,0,0,0,0,0,0,0,0,0,0,0,0,2099520,0,0,0,0,0,0,0,0,0,0,0,0,0,61440,0,0,0,0,0,0,0,17280,0,0,0,0,0,0,0,9840,0,0
AQR,0,0,0,7200,0,0,333120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119280,175920,0,0,0,0,0,0,0,1139760,3126240,9230640,37680,77280,0,0,0,0,205680,0,0,0,0,0,0,0,0,0,0,91200,0,93360,0,15360,0,0,167040,212160,0,0,167280,0,113280,1479840,0,0,1158720,1031040,0,0,0,86640,311520,30000,3920880,1512960,3288480,3926880,796080,1025040,20640,0,0,0,1356000,4458720,3269520,5662800,5846160,13680,435360,1331520,441120,0,0,0,0,389040,421440,0,0,1680,0,0,6720240,0,0,0,0,181680,0,62640,122640,0,0,0,0,0,0,0,0,0,0,6960,4800,44400,0,488400,12240,206880,46560,242640,105600,373440,702720,155520,0,1680,72240,0,0,43920,0,0,0,164640,0,825360,230400,0,0,0,0,0,2003760,584640,2880,100560,205440,106320,51360,0,0,0,0,0,0,0,3360,0,0,518880,5520,450480,1200,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASEL,830160,83760,3029040,0,1050000,3936720,0,0,0,0,0,0,326880,976560,0,2048160,0,1932480,109440,677520,0,1415760,0,362160,18480,0,7983120,0,1856880,0,6293040,294000,943680,699840,0,0,0,0,0,21120,183840,0,0,12240,93600,0,0,0,0,0,0,0,0,0,205440,0,0,0,0,0,22080,0,480,0,0,3840,0,1834080,432480,6956640,397200,2455200,783360,5712240,1646640,729120,442080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139680,0,21360,0,0,0,0,0,0,0,0,0,480,0,0,0,182160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,0,0,0,0,0,0,0,0,0,10080,0,493200,17280,0,0,596400,0,6720,0,7680,0,22560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
