Unnamed: 1,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,BDUL,BDUR,DVC,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
ADFL,0,171120,0,0,534240,0,0,0,0,0,0,117840,343680,0,0,1054200,0,49320,0,15840,0,0,0,2148600,419880,0,1525560,0,2295840,63000,0,3120,0,30960,9720,0,0,0,0,0,0,0,0,0,0,0,0,57840,0,0,0,0,0,0,0,0,0,0,0,830760,0,0,0,1560,0,250800,0,263040,0,117240,25080,0,8160,888480,7080,3154440,106680,0,0,123960,0,0,0,0,0,0,0,0,0,0,148560,100680,0,0,1494720,0,152880,0,239400,2400,158040,0,76320,0,0,0,0,1012920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327600,0,86160,0,324840,0,817200,0,1219320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADFR,171120,0,0,0,0,2365920,0,0,0,0,0,125160,396600,0,0,0,1295640,0,0,0,27720,0,0,0,2293440,0,0,2018880,0,2283000,0,0,5040,0,15720,0,0,0,0,0,0,0,0,0,0,0,16560,0,170280,0,0,0,0,0,0,0,0,0,0,0,829080,0,0,0,54840,0,302040,0,102000,0,0,43320,0,0,688080,0,2418600,0,0,0,102600,0,18720,0,0,4800,0,0,0,0,0,128160,0,0,0,1493160,0,333000,0,38400,0,505440,145320,0,3000,0,0,945600,0,44760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162960,0,0,0,0,0,803040,0,1950120,0,0,0,0,0,1080,0,0,0,0,0,4320,0,9720,0,1180800,12360,0,7080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADLL,0,0,0,447840,0,0,7320,0,0,0,10560,1491480,0,0,0,1112400,0,162840,45360,132120,1200,1899000,22320,0,0,0,1698360,0,906600,0,1312440,274680,0,0,0,0,0,69720,0,74520,0,0,0,64440,0,50640,0,105000,0,0,0,0,0,120,0,0,0,0,0,13200,0,38040,0,58440,0,349800,0,405600,5280,928680,0,120,0,4560,0,5640,0,148800,0,161160,6240,98040,700920,0,0,0,0,0,515760,0,28920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38400,0,25080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,29400,0,0,0,0,1474440,0,0,0,0,0,0,0,0,0,0,0,0,0,916560,0,138480,84960,383400,202920,520080,0,0,0,0,0,0,0,0,0,0,0,519720,0,0,0,0,0,79800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADLR,0,0,447840,0,0,0,0,1680,0,0,0,0,1534320,0,0,0,1008480,0,34440,0,10920,73320,1560480,0,0,0,0,1807440,0,804960,0,1677360,0,0,90240,0,0,0,3600,0,91920,0,0,0,130080,0,0,0,130320,0,0,0,0,0,0,0,0,0,119520,0,128280,0,23040,0,86040,0,317400,0,435000,0,1248120,0,109200,0,106560,0,14160,0,0,0,188040,535080,158880,0,0,0,0,0,0,0,0,536040,0,0,0,0,0,0,0,0,0,14760,0,0,0,0,6600,0,0,51960,0,34440,0,0,0,8760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127680,0,0,0,0,0,0,1692840,96120,0,0,4680,0,0,0,0,0,135600,0,0,632520,22200,289920,268320,60000,475800,128280,0,0,0,0,0,0,0,0,0,0,0,0,626640,0,0,0,0,0,164280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDL,534240,0,0,0,0,167040,0,0,0,0,0,61440,1830120,0,0,0,0,0,0,0,0,0,0,2080680,0,0,471840,0,117720,0,632160,3000,0,862560,0,0,0,15960,0,130080,0,0,0,24480,0,75600,0,0,0,0,0,0,0,0,91440,0,0,0,0,278400,0,6240,0,0,0,0,0,0,0,859320,0,289560,3756120,4356480,0,1479240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11040,0,120,0,0,0,0,0,0,0,0,0,0,14160,43800,0,12240,0,0,0,29760,0,0,0,0,0,0,0,0,0,0,173640,0,0,0,0,0,0,0,0,90960,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDR,0,2365920,0,0,167040,0,0,0,0,0,0,1052400,624600,0,0,0,23280,0,694560,0,0,0,3000,146760,2642400,84600,0,375840,0,230760,268320,536040,1880760,0,0,0,0,0,0,0,33000,0,0,0,0,0,0,0,0,0,0,0,0,6840,0,0,0,0,0,0,70080,0,0,0,0,0,0,0,0,0,575760,2867400,498000,220200,3915600,0,968160,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23640,0,40440,0,0,0,38040,0,0,0,0,0,204840,0,12000,0,3720,0,0,0,25920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53400,0,0,0,0,0,0,0,0,0,12480,0,0,0,0,0,0,0,0,659040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALML,0,0,7320,0,0,0,0,0,12000,0,0,0,0,0,0,8640,0,0,0,10440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108000,0,0,0,0,0,0,0,0,0,0,0,0,275160,11760,0,1490640,0,89760,0,208440,0,10320,0,35400,0,1336080,0,0,0,0,0,184920,0,0,0,0,0,66960,0,678000,0,249120,864480,210840,0,1262880,0,0,0,0,0,0,1733880,0,0,0,0,0,346800,0,0,0,0,11160,0,15000,0,0,5640,0,142080,0,0,0,0,0,0,202560,0,0,0,0,0,0,0,0,0,0,0,312960,0,734760,0,0,0,298440,0,194040,0,525120,0,0,0,25440,0,0,0,0,0,0,161760,0,369120,0,0,0,8880,305520,0,109080,301560,0,0,0,599880,0,684120,0,0,0,0,0,43800,0,0,19440,538080,0,98160,0,0,0,0,0,0,0,0,0,0,0,0,0,4080,0,53520,0,0,0,0,0,17160,0,0,0,0,0,0,0,0,0,0,0
ALMR,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,7080,0,0,0,93840,0,0,0,0,1250400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193200,0,0,26400,0,1316760,0,193920,0,412560,0,0,0,0,0,746040,0,0,0,0,0,115080,0,0,0,0,0,0,360,639480,468960,292080,0,111480,0,1895520,0,0,375360,0,0,1910640,0,0,0,0,0,0,652560,0,0,0,0,0,0,0,0,0,0,0,50640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552960,0,0,0,250320,0,0,0,488280,0,0,0,2880,0,0,720,0,0,0,0,0,75360,0,413040,3480,478080,180480,0,323520,593280,12840,0,0,0,0,184200,0,437760,0,0,0,0,0,34560,0,3000,0,0,0,108240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALNL,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,7560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95760,0,0,0,0,0,0,0,0,474600,925800,8040,11640,0,67440,0,0,0,0,0,0,0,55440,0,0,0,0,0,0,0,0,0,0,0,1800,22080,5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,0,0,0,195480,0,0,375360,0,99000,0,0,0,0,0,0,0,0,71400,33600,0,428040,11040,0,0,120360,148440,0,0,575400,0,0,6000,1076640,113160,72240,0,0,0,0,467520,0,26040,0,3240,17040,0,4680,0,17880,13080,0,0,0,0,0,0,0,0,0,0,0,0,0,64320,99600,3480,0,1025040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,49560,0,0,0,0,0,0,457080,115800,0,986040,0,43200,0,34920,0,27480,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,119520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26880,0,0,0,0,0,118800,0,180240,0,0,0,0,0,0,0,0,0,0,30000,315000,50160,0,186000,0,960,319440,0,0,0,0,0,0,256560,425280,339120,0,0,54480,18360,0,0,216600,539880,0,0,187440,377400,14760,192480,197040,0,0,0,0,0,512880,0,18720,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62400,39960,0,0,0,1378680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
